index,reason,orig_reason,Similarity Score
4087,"The person expresses feelings of alienation and self-blame, believing that their presence causes negative events to occur. They feel like they are a burden and believe that bad things happen because of their presence, leading to a sense of alienation from others.","feel like burden, blame myself, hard to prevent",0.4020231366157532
4088,"The person is expressing thoughts of suicide and discussing feelings of constant self-doubt and wanting to end it all. They mention that they have never been diagnosed with depression or anxiety due to not disclosing their feelings to doctors. This reluctance to seek help and self-diagnose demonstrates a level of stress related to medication and mental health, as the person is unsure about their own mental state and how to address it properly. The thoughts of self-harm and consistent negative self-perception indicate a need for professional guidance and support.","getting ready for an interview for a new job, there's period where i constantly feel bad about myself",0.3343743085861206
4089,"The individual seems to be engaging in self-harm behavior by cutting themselves with various objects, and it has escalated to a point where they are experiencing addiction and fear. The mention of finding happiness when seeing blood and the struggle to stop despite being aware of the emotional damage suggests a deep-rooted issue. This behavior could be a manifestation of underlying mental health concerns or emotional distress, which may require medication or professional intervention to address.","cut myself, addicted, emotional damage, scared",0.529814600944519
4090,"The mention of missing a dose of Sertraline and the subsequent impact on their mental state indicates a concern related to medication. The individual is experiencing a deep depressive episode and is worried about the effect of missing a single dose, implying a significant reliance on medication for managing their mental health. This heightened focus on medication and its impact on their well-being points towards medication related stress.","need to know someone is there for me, nothing sounds better to the dark part of my brain, leave scars, breakdowns",0.24822065234184265
4091,"The person is experiencing relationship-related stress, as they are feeling sad, hurt, and contemplating ending a friendship after being intimate with someone who is now unable to spend time with them. The emotional attachment formed through spending time together and engaging in a physical relationship has led to feelings of rejection and confusion. This situation is causing distress and inner turmoil, which is why it falls under the relationship-related stressed category.","this guy and I that I have known for two years have spent time together everyday, usually spent the night,  had sex a lot, asked him he told me he can't, feel so sad",0.3558872938156128
4092,"The person is experiencing relationship related stress such as being bullied, rejected by peers, and facing ridicule in dating. These negative experiences with others are causing emotional distress and feelings of inadequacy.","freshman year and i've been bullied, my grades slowly falling, homecoming date ditched me for another guy, fun of dating, she's a year younger",0.36536574363708496
4093,"The mention of being diagnosed with anxiety and depression, along with the struggle of getting out of bed and feeling like existence is questioned, indicates a mental state related to medication stress.","as a student living on his own, being diagnosed, why i exist in first place",0.3638877868652344
4094,"The individual has tried various methods to improve their mental state, including therapy and medication, but none have been effective. The frustration and exhaustion from trying multiple treatments indicate a stress related to medication.","Struggle, noticeable difference",0.24901112914085388
4095,"The person is expressing intense emotional distress after the loss of a loved one, indicating a relationship-related stress, likely related to grief and heartache.","meaning in my life has left with her, funeral is today",0.49311167001724243
4096,"The person is expressing feelings of alienation, loneliness, self-hatred, and a sense of pointlessness in life. The repetition of negative emotions and thoughts, along with a lack of motivation to change the current situation, indicate a deep sense of disconnection from oneself and others. The individual also feels like a burden to friends and family, further emphasizing the theme of alienation and loneliness. These feelings of being lonely in a house of 4 and missing friends but being too scared to go outside are all indicative of alienation-related stress.","Hate myself, painful, feel like shit, pointless, lie in bed",0.3922388553619385
4097,"The writing exhibits a deep sense of alienation and disconnect from oneself and others. The person feels unworthy of love and lacks self-esteem, which are common feelings associated with alienation stress. The mention of not being able to feel anything except sadness and pain, along with a sense of hopelessness and a desire for self-harm or drug abuse, further points towards an alienation related stressed state.","emotionally and verbally abusive father, have no self esteem, nothing about me is good, cannot feel happy unless i'm cutting or abusive drugs, nevr be loved ",0.35982364416122437
4098,"The person's feelings of not being able to get out of bed, self-loathing when looking in the mirror, lack of long-term plans, and mentioning not being able to last enough indicate symptoms of alienation and disconnection from oneself and the world. These feelings suggest a sense of being isolated, dissatisfied, and disconnected from their surroundings, leading to a state of alienation-related stress.",can't look myself in the mirror without feeling i'm about to throw up,0.4717256724834442
4099,"The person is expressing feelings of alienation, isolation, and worthlessness, which indicate a sense of disconnection from others and society. The lack of self-confidence and inability to give or receive love further contribute to the feeling of being unwanted and undesired, intensifying the sense of alienation. This cycle of negative thoughts and emotions can lead to depression and feelings of worthlessness, ultimately resulting in a state of alienation-related stress.","alone, lack of self confidence, feeling of unwanted, isolation, not achieving anything ",0.5363489985466003
4100,"The person expresses feelings of alienation, both in terms of social relationships and romantic relationships. They mention feeling alone, having difficulties in forming connections, and struggling with their communication skills which might be linked to the concussions they have experienced. Additionally, the person exhibits behavior that leads to conflicts and misunderstandings with others, showcasing a sense of disconnect from those around them. This sense of isolation and inability to maintain healthy relationships contributes to the overall feeling of hopelessness and helplessness.","constantly high on marijuana, i don't mean the sense of friendship, romantic relationship, feel alone, feel trash",0.34314319491386414
4101,"The person's narrative indicates a deep sense of alienation and detachment from their family members, as well as feelings of isolation and disconnection from their partner. The individual expresses a profound sense of loneliness and a lack of support from those closest to them. This prolonged sense of alienation and lack of meaningful connections with others has contributed to their severe anxiety and depression, making them feel lost and unable to find joy in life. The person's difficulty in opening up to others and seeking help further highlights their feelings of being disconnected and alone.","not so well family, mom left, sister left, father distanced himself from us, live with my boyfriend, here is where the problem is, find no job in life",0.36047661304473877
4102,"The person is expressing feelings of being thrown into a spiral and not doing well mentally due to a comment made by someone, indicating relationship-related stress. Additionally, the mention of having no support system outside of the person who made the comment and the person's dad further highlights the importance of relationships in causing stress. The contemplation of quitting school after three years of college work without attaining a degree also suggests a significant impact on their state of mind due to relationship-related stress.","So done, spiral, no support system, nowhere close to degree",0.19967904686927795
4103,"The mention of feeling void, lack of heavy feelings, and fear of not being taken seriously despite having concerns suggest a sense of alienation and disconnection from others. The fear of desensitization and the worry caused by friends' opinions indicate feelings of isolation and detachment, which are common indicators of alienation-related stress.","feel void, friends options and other things make me worry, scares me that's desensitization ",0.6867687702178955
4104,"The person is experiencing extreme distress and self-loathing after giving birth, feeling regretful about their decision to have a baby and expressing a deep sense of dissatisfaction with their body post-pregnancy. This intense emotional turmoil, anxiety, and panic attacks surrounding their physical appearance and the fear of being rejected by their partner suggest a significant relationship-related stress. The mention of not being able to be a mom in this state also points towards the impact of the situation on their maternal role and family dynamics.","PTSD, regret, panic attack, hate me, anxiety, vain ",0.3097382187843323
4105,"The person mentions exhaustion, difficulty concentrating, neglect of personal hygiene, lack of sleep, sore body, and inability to engage in leisure activities with friends, all of which are symptoms commonly associated with depression. Additionally, the person expresses guilt and self-doubt about their level of functioning, indicating a stress related to medication or treatment for mental health.","pathetic, hard to concentrate, can't cook or maintain anything, my body sore as hell",0.4197697937488556
4106,"The person expresses feelings of alienation and hopelessness, indicating a sense of disconnection from others and the world, as well as a lack of purpose or meaning in life.","nothing left, i don't want my mother and brother to feel the overwhelming feelings of sadness, tired of feeling guilt ",0.28553318977355957
4107,"The writer's use of phrases like 'Doctors push so many drugs on me' and 'I do not even think because of it therapy just wants me to blame my father' indicates a strong sense of distress and frustration towards medication and therapy. This suggests that the person is under medication-related stress, feeling overwhelmed by the pressure to rely on drugs and therapy for their well-being but not finding the relief or support they need from these treatments.","family, splintered, lost dad, lost mother, drugs, doctors, pile of shit, loser",0.23440790176391602
4108,"The person is struggling due to a series of unfortunate events starting from the injury at work, resulting in surgery and complications, leading to financial instability. The stress of being forced to resign, losing income, facing rejection in job interviews, and being on the brink of homelessness all point towards significant job and career-related stress.","injury happened at work, looking for work, had several interviews, out of money, about to be homeless",0.6878265142440796
4109,"The person's statement indicates a feeling of alienation and emotional exhaustion due to the toxic environment at work where everyone is against each other. The mention of trying to be a happy medium and the desire for peace suggests a sense of disconnection and isolation in their current situation, leading to feelings of alienation-related stress.","everyone at work is against each other, shit, tired, want peace",0.5983940362930298
4110,The individual's mental state seems to be jobs and careers related stressed. Taking time off from college to relax but feeling the need for money and facing rejection in job interviews can be highly stressful and contribute to jobs and careers related stress.,"Need money, can't find a job, was rejected",0.37743455171585083
4111,"The person is feeling a sense of disconnect and is seeking validation or connection, possibly indicating relationship-related stress.","Can't shake the thoughts, out of my head",0.26679688692092896
4112,"The language used in the premise suggests feelings of alienation and lack of uniqueness. The person seems to feel disconnected from their own identity, as if they are just a collection of borrowed traits from others, which can be a sign of alienation related stress.","Patch of work, worn out",0.057203859090805054
4113,"The mention of feeling empty, loss of interest in activities that were once enjoyable, and the suspicion of having depression indicate a mental state related to medication. Depression often requires medication to address the chemical imbalances in the brain that contribute to the symptoms described.",completely empty,0.25226151943206787
4114,"The language used, such as feeling alone, rejected, and the desire to escape from this planet, all indicate feelings of alienation and disconnection from others. The person expresses deep emotional pain and a sense of hopelessness in their current situation, which suggests a state of alienation-related stress.","hold on until i could leave my family in better financially, no one likes me, hurts being alone, hurts being rejected",0.27960413694381714
4115,"The person expresses feelings of alienation, detachment, and a sense of disconnection from reality through their day dream of isolating themselves in a small room for the rest of their life. The mention of feeling like a liar and an idiot, along with the struggle to snap out of the day dream, further indicates a state of alienation-related stress.","fucking liar idiot, hates me, snap out of it",0.4278847575187683
4116,"The person's feelings of inadequacy, self-sabotage, and thoughts of ending their life point towards relationship related stress. The mention of their children and the impact of their actions on them indicate a deep emotional struggle within the family dynamic, which is causing significant distress.","debt, gambling addiction, 3 overdoses with zopiclone, end up back at square one ",0.1328132152557373
4117,"The person in the premise is expressing feelings of alienation, hopelessness, self-hatred, and worthlessness. They feel disconnected from others and feel like they are not understood or accepted by society. The mention of being turned away by the state, struggling with reaching out for help, not being valued by others, and feeling like a leech all point towards a mental state of alienation-related stress.","can't aford home, can't afford bills, can't afford food, about to lose home, have nothing left to sell, can' t work part time",0.2673640251159668
4118,"The person is feeling worthless and isolated, finding solace only in a video game release. The fact that they are considering drastic measures once the game is over highlights a deep sense of disconnection from real-life sources of happiness and fulfillment, leading to feelings of alienation.","I feel really worthless because The only thing keeping me alive is a video game coming out in 15 days, I finish the game because there will nothing else to make me happy",0.5877958536148071
4119,"The person expressed feeling empty, worthless, and depressed, which are common symptoms of mental health issues. Additionally, the mention of not having insurance and trying to figure out the cost of seeking help indicates medication related stress. The mention of wanting to get drunk to numb the pain further suggests a coping mechanism that pertains to medication related stress.","i feel empty an worthless, I dont wanna hear call the helpline, because I've called several and no one gives a shit and they really dont help",0.449387788772583
4120,"The person who wrote the premise appears to be experiencing alienation-related stress. They express feelings of loneliness, isolation, and a lack of connection to others throughout their narrative. They describe having no one close to talk to, feeling ignored by friends, living with family members but not seeing them, and having strained or absent relationships with family members. This sense of alienation and disconnection from others has significantly impacted their mental well-being, contributing to their negative thoughts, emotional breakdowns, and thoughts of suicide. The lack of emotional support and meaningful connections in their life has led them to a state of hopelessness and a pervasive feeling of being alone in their struggles.","i never see my parents due to mom and step dad being too busy with work, my dad is probably some where rotting in arizona, my sister is deployed in the navy, my older brothr is a drug addict, i have no one close to talk to about it",0.320742666721344
4121,"The person's mental state seems to be primarily influenced by relationship-related stress. The intense attachment to someone who ghosted them, the self-hatred, feelings of not being deserving, and the emotional turmoil upon learning about the other person's suicide attempt all point towards relationship-related issues playing a significant role in their distress.","still cared about her, i don't feel like i deserve to be as broken down, she probably didn't even think of me for a moment",0.22288478910923004
4122,"The person expresses feelings of loneliness, isolation, and a deep sense of missing out on various aspects of life such as socializing, dating, and having a stable living situation. The repeated losses of jobs, relationships, a place to live, and personal belongings have led to a significant sense of alienation and disconnection. This ongoing cycle of loss and struggle has left the person feeling hopeless about the future and questioning if things will improve over time.","i lost my only place i had to live, lost at least 2-3 jobs in 3 years span, i lost a girl i loved, i lost a career, i was failing, i am homeless, jobless, hungry",0.48069334030151367
4123,"The person expresses a strong sense of alienation and disconnection from society throughout the text. They feel different from others, unable to connect with people, and frustrated by the lack of understanding and companionship. The individual's experiences with bullying, feeling out of place in their environment, and the lack of meaningful connections with others contribute to a deep sense of alienation and isolation.","i dont't really qualify myself about something special, i hated my school partners, ",0.23886343836784363
4124,"The use of the phrase 'I don't wanna go back to the hospital' suggests that the person might have had negative experiences with medication or treatment in the past, leading to medication-related stress and fear of seeking help through traditional channels like hotlines or parents.","i don't trust myself an i am scared, i can't talk to mu parents beacause i don't wanna go back to the hospital",0.43567216396331787
4125,"The person expressing the premise seems to be experiencing alienation-related stress as they are worried about their friends or family members suffering from depression. They express a sense of helplessness and curiosity about how to effectively support individuals dealing with depression, which may stem from feeling disconnected or estranged from the experiences of their loved ones.","have family member that suffer from depression, ",0.5563960075378418
4126,"The language used in the premise indicates a deep sense of despair, hopelessness, and self-harm ideation, which are often associated with mental health issues requiring medication. The mention of feeling like a burden on loved ones, not recognizing oneself, and dreading the future suggest a state of mental distress that may necessitate medication-related intervention.","feel like a burden on my fiance, struck , can't move or eat normally ",0.21572750806808472
4127,"The person expresses feelings of soul-crushing loneliness, alienation, lack of physical touch, and isolation. These emotional struggles indicate a state of alienation-related stress, as the individual feels disconnected from meaningful social connections and lacks a sense of belonging or companionship in their life.","doctors visit, soul crushing loneliness , don't see any reason to continue living like this",0.5128480195999146
4128,The premise suggests feelings of alienation and uncertainty about fitting in or connecting with others. The mention of looking for a link to potentially help with fitting in or talking to others indicates a sense of disconnectedness and a desire for belonging.,might fit in ,0.2752261459827423
4129,The language used in the premise suggests a high level of emotional distress linked to relationships or personal circumstances. The feelings of disappointment and despair expressed in the text indicate that the individual is facing challenges in their relationships or personal life.," worked so hard , don't know what to do , can't wake up without crying",0.14961369335651398
4130,"The author of the premise is experiencing intense feelings of rejection and betrayal in their relationships, particularly with the girl they fell in love with. This has led to feelings of insecurity, self-doubt, and a sense of worthlessness. The author's negative experiences with friendships and romantic relationships have contributed to their belief that they are unlovable and undeserving of genuine connection. The overwhelming desire to escape from their current situation and the contemplation of self-harm indicate a deep emotional pain and distress caused by relationship-related stress."," insecurity, ugly, hate everyone , sad, not motivated",0.39410775899887085
4131,"The person is in a severe depressive episode which is affecting their mental health and decision-making abilities. During such episodes, individuals may experience impairments in their cognitive functions, including understanding, appreciating, reasoning, and expressing a choice. These impairments can be a result of the depression itself or any medication they might be taking to manage it. The person expresses a lack of reliability in possessing these decision-making abilities during depressive episodes, indicating a level of stress and concern related to medication and mental health issues.","acute depressive episode , affecting mental health ",0.6549878120422363
4132,The writer is expressing concern and worry about their best friend who is struggling with the loss of a friend to suicide. This indicates that the writer is experiencing relationship-related stress due to their friend's mental health issues and the trauma of losing someone to suicide.,recently lost a friend to suicide,0.5027115345001221
4133,"The person expresses feelings of alienation, inadequacy, and loneliness, highlighting a sense of being disconnected from others and society. There is a strong feeling of not fitting in and being left out, particularly in comparison to others who are perceived as doing well. This sense of isolation and failure is causing distress and a lack of direction in life, leading to a desire for support and guidance. The individual's focus on their perceived insignificance and inability to find a job or pursue their aspirations reflects a state of alienation-related stress."," lost my job, can't fine a new job have to do things by own",0.2282027304172516
4134,"The person who wrote the premise is experiencing a deep sense of guilt, remorse, and overwhelming grief after having to make the difficult decision to euthanize their cat. The individual is blaming themselves for the deteriorating health and eventual loss of their beloved pet. The guilt and regret are causing immense emotional distress, leading to thoughts of self-harm and a strong desire to end their own life. The person is also struggling with feelings of failure in not being able to properly care for their cat due to their job stress and the responsibility of taking care of their grandmother with dementia. The intense emotional pain and self-blame are indicative of relationship-related stress, specifically the loss of a cherished pet and the perceived failure to provide proper care and treatment, ultimately culminating in a desire to end their own suffering.","contemplating ending my own life because of the horrible guilt, i murdered, cat",0.6185490489006042
4135,"The person's mental state seems to be primarily affected by relationship-related stress. They are experiencing significant turmoil due to the strained relationship with their cousin who initially appeared supportive but is now displaying unkind behavior. The person feels lonely, unappreciated, and even questioned the idea of ending their life due to the overwhelming negative interactions within this relationship. This turmoil in the relationship is causing immense distress and is the predominant source of their current mental anguish.","so full of this shitty life , away from my family",0.27077221870422363
4136,"The person is feeling overwhelmed due to relationship issues, as they mention feeling hated by everyone, having nobody to turn to, and struggling with their friends and teacher. These relationship-related stressors are causing them to feel like a failure and even mentioning thoughts of self-harm.","failing chemistry, teacher a pervert , i ruined everything , everybody hates me ",0.4272688627243042
4137,"The person expresses feelings of alienation, not feeling like they belong in the world, and a desire to go back to where their soul came from. This sense of disconnection and tiredness with life indicates alienation-related stress.","even family have been against me, exhausted with life, not ever belonging in this world , want to go back to wherever my soul came from",0.4610902667045593
4138,"The writer is feeling relationship-related stress due to the uncomfortable and inappropriate behavior exhibited by their father. The presence of perverted actions from the father, coupled with the mother's indifference, suggests a strained family dynamic, leading to the desire to move out and be alone.","tired of my dad being a pervert, my mom being oblivious, pretending not to notice, their marriage is over anyway, she doesn’t give a shit. ",0.39496809244155884
4139,The mention of someone consuming a lot of sleeping pills indicates a concern about medication usage. The guilt expressed about the situation also suggests a level of distress related to the potential harm caused by the medication consumption and the uncertainty about how to handle the issue. This aligns with a category of medication related stress., consuming a lot of sleeping pills just for not having to deal with the daily problems,0.6126760244369507
4140,"The person's mention of wanting to buy a weapon to harm themselves, feeling overwhelmed with life circumstances, and struggling with their mental health indicates a state of distress possibly related to medication. The person's mention of a certification in IT and job as a Pharmacy tech could suggest a focus on seeking help or treatment for their mental health struggles.","studying to get a certification for IT, get a job at a geek squad, looking at getting a job as a Pharmacy tech, I'm running out of steam and ideas, refuse to let myself become a burnout, wanting to buy a pocket pistol or similar weapon to off myself ",0.4275639057159424
4141,"The person is expressing feelings of alienation and helplessness, believing that others are controlling their life. This sense of powerlessness and isolation can lead to severe anxiety and the desire to escape. It's important for the person to seek support and professional help to address these feelings of alienation and find healthier ways to cope."," people are controlling every aspect of my life ,  help find an easy way out",0.29029056429862976
